"ACCESSION_NUMBER","ID","PERSONSIGNATURE","PERSONTITLE","SIGNATUREDATE"
"0001692429-20-000004",1,"Mitchell Ludwig","Counsel","2020-04-01"
"0001692429-20-000004",2,"John OBrien","Chairman","2020-04-01"
"0001421744-20-000003",4,"Gordon Ramseier","Director","2019-05-24"
"0001421744-20-000003",2,"Antonio Carvalho","Director","2019-05-24"
"0001421744-20-000003",1,"Anjun K. Bose","President","2019-05-24"
"0001421744-20-000003",3,"Gaetano Scuderi","Founder","2019-05-24"
"0001669191-20-000151",2,"Rhett Ross","Principal Financial Officer","2020-04-01"
"0001669191-20-000151",3,"Rhett Ross","Principal Accounting Officer","2020-04-01"
"0001669191-20-000151",1,"Rhett Ross","Principal Executive Officer","2020-04-01"
"0001669191-20-000151",4,"Rhett Ross","Board Member","2020-04-01"
"0001746059-20-000100",2,"John Bergano","Manager and CoFounder","2020-04-01"
"0001746059-20-000100",1,"Rachel Reyes-Bergano","Owner and CoFounder","2020-04-01"
"0001669191-20-000148",1,"Ray C.  Carter, Jr.","Principal Executive Officer","2020-04-01"
"0001669191-20-000148",3,"Ray C.  Carter, Jr.","Principal Accounting Officer","2020-04-01"
"0001669191-20-000148",2,"Ray C.  Carter, Jr.","Principal Financial Officer","2020-04-01"
"0001820003-20-000004",1,"Frederic Richardson","Chairman President","2020-09-30"
"0001665160-20-001227",1,"Ashi Jelinek","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-30"
"0001826174-20-000002",1,"/s/ Susmita Biswas","Chief Financial Officer","2020-09-30"
"0001669191-20-000558",2,"Juan  Young","Principal Financial Officer","2020-09-30"
"0001669191-20-000558",3,"Juan  Young","Principal Accounting Officer","2020-09-30"
"0001669191-20-000558",4,"Juan  Young","Board Member","2020-09-30"
"0001669191-20-000558",1,"Juan  Young","Principal Executive Officer","2020-09-30"
"0001669191-20-000556",2,"Archil Cheishvili","Board Member","2020-09-30"
"0001669191-20-000556",1,"Archil Cheishvili","Principal Executive Officer","2020-09-30"
"0001815319-20-000002",3,"Jonas Herd","Chief Development Officer","2020-09-30"
"0001815319-20-000002",2,"Jeremy Dax McAnear","Chief Culinary Officer","2020-09-30"
"0001815319-20-000002",1,"Kevin Floyd","CEO and President","2020-09-30"
"0001665160-20-001226",1,"Chander Arora","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-30"
"0001665160-20-001225",1,"Laura Boccanfuso","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-30"
"0001665160-20-001223",1,"Chander Arora","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-30"
"0001665160-20-001221",2,"Vincent Poudras","Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-30"
"0001665160-20-001221",1,"Nicolas Billaud","Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-30"
"0001665160-20-001217",1,"Brett Jacobson","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-30"
"0001795615-20-000004",1,"Tariq Khan by Sean Fuellhart POA","CEO","2020-09-30"
"0001669191-20-000554",2,"Don Bielak","Board Member","2020-09-30"
"0001669191-20-000554",1,"Don Bielak","Principal Executive Officer","2020-09-30"
"0001788657-20-000003",1,"Eric H. Darst","CEO","2020-09-30"
"0001826438-20-000002",2,"James Cole","CMO, Director","2020-09-30"
"0001826438-20-000002",1,"/s/ Shannon Bray","CEO","2020-09-30"
"0001826308-20-000002",1,"Benton Crane","Executive Director","2020-09-30"
"0001826308-20-000002",2,"Daniel Harmon","President and Director","2020-09-30"
"0001826308-20-000002",3,"Jonathon Vance","CMO","2020-09-30"
"0001670254-20-000886",4,"Michael D'Orazio","Co-Founder | Chief Operating Officer | CFO","2020-09-28"
"0001670254-20-000886",3,"Michael D'Orazio","Co-Founder | Chief Operating Officer | CFO","2020-09-29"
"0001670254-20-000886",1,"Jonathan C. Rayos","CEO | Founder | Chairman of Board","2020-09-29"
"0001670254-20-000886",2,"Sandra Anderson","Board member","2020-09-29"
"0001665160-20-001213",1,"Adrian Solgaard","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-29"
"0001665160-20-001215",2,"David Dolginow","Vice President, Director for Shacksbury Holdings Inc.","2020-09-29"
"0001665160-20-001215",1,"Colin Davis","President, CEO, Principal Financial Officer, Controller, and Director for Shacksbury Holdings Inc.","2020-09-29"
"0001670254-20-000885",1,"John Hall","Director","2020-09-29"
"0001746059-20-000307",1,"Mark Camlin","President","2020-09-29"
"0001670254-20-000885",2,"George Hall","Board Member","2020-09-29"
"0001670254-20-000884",2,"John Hall","CEO Adara Asset Management ( Board Member)","2020-09-29"
"0001670254-20-000884",1,"George Hall","President","2020-09-29"
"0001824811-20-000002",1,"Kay Henderson","Owner","2020-09-29"
"0001775794-20-000001",1,"Adam Steven Fogerson","COO","2020-09-29"
"0001746059-20-000306",2,"Kai Yarzagaray","Owner and CoFounder","2020-09-29"
"0001746059-20-000306",1,"Daniel Yarzagaray","Owner and CoFounder","2020-09-29"
"0001670254-20-000882",2,"David Palmer","COO/Co-Founder","2020-09-24"
"0001670254-20-000882",3,"Scott Yamano","CEO/Co-Founder","2020-09-23"
"0001670254-20-000882",1,"Nicholas John Nomann","CMO","2020-09-24"
"0001820003-20-000002",1,"Frederic Richardson","Chairman President","2020-09-29"
"0001670254-20-000880",1,"Chai Mishra","CEO","2020-09-28"
"0001665160-20-001211",1,"Dr. Jareer Abu Ali","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-29"
"0001665160-20-001209",1,"Dr. Jareer Abu Ali","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-29"
"0001746059-20-000305",2,"Felippe Marques","Owner and CoFounder","2020-09-29"
"0001746059-20-000305",1,"Greg Chickneas","Owner and CoFounder","2020-09-29"
"0001794603-20-000004",1,"/s/ Erik Alvarez Ortegon","CEO, Director","2020-09-29"
"0001665160-20-001207",1,"Andrew Yakub","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-29"
"0001806372-20-000004",1,"s/ Sulaiman Sanni","CEO, Director","2020-09-29"
"0001806372-20-000004",2,"/s/ Christopher Coles","CTO, Director","2020-09-29"
"0001815481-20-000003",1,"/s/ Steven Michael Cadieux","President","2020-09-29"
"0001746059-20-000303",1,"Christopher Perron","Owner and Founder","2020-09-29"
"0001826308-20-000001",1,"Daniel Harmon","Manager and President","2020-09-29"
"0001826308-20-000001",2,"Jonny Vance","Chief Marketing Officer","2020-09-29"
"0001826308-20-000001",3,"Benton Crane","Manager and Executive Producer","2020-09-29"
"0001670254-20-000879",1,"Vanessa Otero","Founder and CEO","2020-08-14"
"0001670254-20-000878",3,"Gary Skulnik","CEO","2020-09-24"
"0001670254-20-000878",2,"Ian Sneed","DIrector of Operations","2020-09-24"
"0001670254-20-000878",1,"William Bumpers","Board member","2020-09-24"
"0001746059-20-000302",1,"Jose DeSouza","Owner and CoFounder","2020-09-29"
"0001746059-20-000302",2,"Selma DeSouza","Owner and CoFounder","2020-09-29"
"0001669191-20-000552",3,"Joshua  Leavitt","Principal Accounting Officer","2020-09-29"
"0001669191-20-000552",4,"Joshua  Leavitt","Board Member","2020-09-29"
"0001669191-20-000552",6,"Jonathan Cooper","Board Member","2020-09-29"
"0001669191-20-000552",2,"Joshua  Leavitt","Principal Financial Officer","2020-09-29"
"0001669191-20-000552",1,"Joshua  Leavitt","Principal Executive Officer","2020-09-29"
"0001669191-20-000552",5,"Pierre  Rogers","Board Member","2020-09-29"
"0001669191-20-000550",3,"Philip Bock","Principal Accounting Officer","2020-09-29"
"0001669191-20-000550",2,"Philip Bock","Principal Financial Officer","2020-09-29"
"0001669191-20-000550",1,"Philip Bock","Principal Executive Officer","2020-09-29"
"0001669191-20-000550",6,"Kurt  Kramarenko","Board Member","2020-09-29"
"0001669191-20-000550",4,"Harry Cendrowski","Board Member","2020-09-29"
"0001669191-20-000550",5,"Michael Rosen","Board Member","2020-09-29"
"0001665160-20-001205",1,"Panagiotis Moutafis, Ph.D.","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-28"
"0001669191-20-000548",2,"Candice  Rauter","Principal Financial Officer","2020-09-29"
"0001669191-20-000548",6,"Jason Ozur","Board Member","2020-09-29"
"0001669191-20-000548",5,"Blair Buick","Board Member","2020-09-29"
"0001669191-20-000548",7,"Floyd Kephart","Board Member","2020-09-29"
"0001669191-20-000548",1,"Jason Ozur","Principal Executive Officer","2020-09-29"
"0001669191-20-000548",3,"Candice  Rauter","Principal Accounting Officer","2020-09-29"
"0001669191-20-000548",4,"Candice  Rauter","Board Member","2020-09-29"
"0001670254-20-000875",2,"John Hall","CEO Adara Asset Management ( Board Member)","2020-09-24"
"0001670254-20-000876",1,"Rony Hage","Founder and CEO","2020-09-16"
"0001670254-20-000875",1,"George hall","President","2020-09-24"
"0001748804-20-000001",1,"Akiva Resnikoff","Chief Executive Officer","2020-09-28"
"0001746059-20-000301",1,"Mark Dashner","Owner and Founder","2020-09-28"
"0001792116-20-000002",2,"Matthew Grocoff","Co-Manager","2020-09-28"
"0001792116-20-000002",3,"David Eifrid","Co-Manager","2020-09-28"
"0001792116-20-000002",1,"Joseph Jonna","Co-Manager","2020-09-28"
"0001669191-20-000546",1,"John Fanning Jr","Principal Executive Officer","2020-09-28"
"0001669191-20-000546",2,"John Fanning Jr","Principal Financial Officer","2020-09-28"
"0001669191-20-000546",4,"John Fanning Jr","Board Member","2020-09-28"
"0001669191-20-000546",3,"John Fanning Jr","Principal Accounting Officer","2020-09-28"
"0001669191-20-000545",1,"Chelinde Edouard","Principal Executive Officer","2020-09-28"
"0001669191-20-000545",2,"John Fanning, Jr","Board Member","2020-09-28"
"0001669191-20-000545",3,"Chelinde Edouard","Board Member","2020-09-28"
"0001669191-20-000544",4,"Ernesto Pedroza","Board Member","2020-09-28"
"0001669191-20-000544",2,"Ernesto Pedroza","Principal Financial Officer","2020-09-28"
"0001669191-20-000544",3,"Ernesto Pedroza","Principal Accounting Officer","2020-09-28"
"0001669191-20-000544",1,"Ernesto Pedroza","Principal Executive Officer","2020-09-28"
"0001669191-20-000543",1,"David Markowski","Principal Executive Officer","2020-09-28"
"0001669191-20-000543",2,"Ron Erickson","Board Member","2020-09-28"
"0001669191-20-000542",4,"Benjamin White","Board Member","2020-09-28"
"0001669191-20-000542",1,"Benjamin White","Principal Executive Officer","2020-09-28"
"0001669191-20-000542",3,"Benjamin White","Principal Accounting Officer","2020-09-28"
"0001669191-20-000542",2,"Benjamin White","Principal Financial Officer","2020-09-28"
"0001669191-20-000541",2,"Wilder  Rumpf","Principal Financial Officer","2020-09-28"
"0001669191-20-000541",3,"Wilder  Rumpf","Principal Accounting Officer","2020-09-28"
"0001669191-20-000541",4,"Wilder  Rumpf","Board Member","2020-09-28"
"0001669191-20-000541",1,"Wilder  Rumpf","Principal Executive Officer","2020-09-28"
"0001669191-20-000540",3,"Brian Tinney","Principal Accounting Officer","2020-09-28"
"0001669191-20-000540",2,"Matthew Smart","Principal Financial Officer","2020-09-28"
"0001669191-20-000540",5,"Brian Tinney","Board Member","2020-09-28"
"0001669191-20-000540",4,"Matthew Smart","Board Member","2020-09-28"
"0001669191-20-000540",1,"Brian Tinney","Principal Executive Officer","2020-09-28"
"0001665160-20-001202",1,"Petra Wood","Director; Vice President; Head of Growth; Chief Operating Officer; Secretary of R3 Printing, Inc.","2020-09-28"
"0001669191-20-000537",1,"Ernesto Pedroza","Principal Executive Officer","2020-09-28"
"0001669191-20-000537",4,"Ernesto Pedroza","Board Member","2020-09-28"
"0001669191-20-000537",2,"Ernesto Pedroza","Principal Financial Officer","2020-09-28"
"0001669191-20-000537",3,"Ernesto Pedroza","Principal Accounting Officer","2020-09-28"
"0001746059-20-000299",1,"Caitlin Olsen","Owner and Founder","2020-09-28"
"0001746059-20-000298",2,"Noathn Poulos","COO and Co-Founder","2020-09-28"
"0001746059-20-000298",1,"Allen Korenstein","CEO and Co-Founder","2020-09-28"
"0001670254-20-000869",1,"Gert Erik Riget","Managing Director","2020-09-20"
"0001670254-20-000871",2,"Harold Cohn","CEO & CTO","2020-09-25"
"0001670254-20-000871",1,"Diane Cohn","President & CMO","2020-09-25"
"0001445866-20-001411",1,"/s/ Lior Shafir","Cheif Executive Officer","2020-09-25"
"0001670254-20-000869",2,"Jesper Nissen","COO","2020-09-18"
"0001670254-20-000869",3,"Sharmi Albrechtsen","CEO","2020-09-18"
"0001445866-20-001406",1,"/s/ Lior Shafir","Cheif Executive Officer","2020-09-25"
"0001669191-20-000532",4,"Lawrence Charles","Board Member","2020-09-25"
"0001669191-20-000532",3,"Lawrence Charles","Principal Accounting Officer","2020-09-25"
"0001669191-20-000532",2,"Lawrence Charles","Principal Financial Officer","2020-09-25"
"0001669191-20-000532",1,"Lawrence Charles","Principal Executive Officer","2020-09-25"
"0001669191-20-000532",5,"Scott Huthmacher","Board Member","2020-09-25"
"0001665160-20-001198",2,"Dustin Feider","CEO, Principal Executive Officer and Director","2020-09-25"
"0001665160-20-001198",1,"Heather Feider","Principal Financial Officer and Principal Accounting Officer","2020-09-25"
"0001669191-20-000530",2,"Archil Cheishvili","Board Member","2020-09-25"
"0001669191-20-000530",1,"Archil Cheishvili","Principal Executive Officer","2020-09-25"
"0001670254-20-000867",1,"Kevin Strom","CEO","2020-09-23"
"0001665160-20-001196",2,"Konrad Dabrowski","CFO, Principal Financial Officer, Principal Accounting Officer","2020-09-25"
"0001665160-20-001196",1,"Harrison Gross","CEO, Principal Executive Officer, Director","2020-09-25"
"0001665160-20-001195",2,"Paula DOnofrio","Principal Financial Officer and Principal Accounting Officer","2020-09-25"
"0001665160-20-001195",1,"Carman Cook","CEO, Principal Executive Officer and Director","2020-09-25"
"0001746059-20-000297",2,"Samuel Brown IV","Owner and CoFounder","2020-09-25"
"0001746059-20-000297",1,"Samuel Brown III","Owner and CoFounder","2020-09-25"
"0001665160-20-001194",1,"Joseph Tota","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-25"
"0001746059-20-000296",2,"Joan Robinson","Owner and CoFounder","2020-09-25"
"0001746059-20-000296",1,"Michael Carter","Owner and CoFounder","2020-09-25"
"0001746059-20-000295",1,"Joseph Darrigo","Owner and Founder","2020-09-25"
"0001669191-20-000526",1,"Jason Hebert","Principal Executive Officer","2020-09-25"
"0001669191-20-000526",4,"Jason Hebert","Board Member","2020-09-25"
"0001669191-20-000526",3,"Jason Hebert","Principal Accounting Officer","2020-09-25"
"0001669191-20-000526",2,"Jason Hebert","Principal Financial Officer","2020-09-25"
"0001665160-20-001193",1,"Maurice Harary","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-25"
"0001665160-20-001191",1,"Mark Lyle","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-25"
"0001665160-20-001190",1,"Sandra W. Marlowe","Chief Executive Officer","2020-09-25"
"0001665160-20-001188",1,"Todd Gibson","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2020-09-24"
"0001803592-20-000002",5,"Bruno Gutton","Director","2020-09-25"
"0001803592-20-000002",4,"Charles-Andre Sauve","Director","2020-09-25"
"0001803592-20-000002",3,"Stephan Fortier","Director","2020-09-25"
"0001803592-20-000002",2,"Kevin Harrington","Director","2020-09-25"
"0001803592-20-000002",1,"Jean Jean Pelletier","CEO, Director","2020-09-25"
"0001670254-20-000866",1,"George hall","President","2020-09-24"
"0001746059-20-000294",2,"Samuel Brown IV","Owner and CoFounder","2020-09-24"
"0001746059-20-000294",1,"Samuel Brown III","Owner and CoFounder","2020-09-24"
"0001782494-20-000001",2,"/s/Brad Walhood","Director","2020-09-24"
"0001670254-20-000866",2,"John Hall","CEO Adara Asset Management ( Board Member)","2020-09-24"
"0001789130-20-000003",2,"/s/ David Engler","Director","2020-09-24"
"0001789130-20-000003",1,"/s/ Erik Young","Director","2020-09-24"
"0001805831-20-000002",2,"/s/ Jon Alain Guzik","CPO & Director","2020-09-24"
"0001805831-20-000002",1,"/s/ Rodrigo de Guzman","CEO & Director","2020-09-24"
"0001782494-20-000001",1,"/s/ Mark Hellweg","CEO & Director","2020-09-24"
"0001686984-20-000006",1,"Darren Sardoff","Director","2020-09-24"
