"ACCESSION_NUMBER","ID","ISSUER","ISSUERSIGNATURE","ISSUERTITLE"
"0001816293-21-000001",1,"Wind Craft Aviation Inc.","/s/ ALEXANDER J TAYLOR","FOUNDER / CEO"
"0001788434-21-000001",1,"Edly Inc.","/s/ Chris Ricciardi","CEO"
"0001665160-21-000031",1,"Phormed Inc","McCoy Moretz","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-000030",1,"Grand Teton Vodka, Inc.","Linda Beckett","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001776715-21-000001",1,"Flower Street Docs, LLC","/s/ ADAM CAROLLA","MANAGER"
"0001670254-21-000006",1,"Relevant Entertainment LLC","Vicki O'Brien","CEO/Producer"
"0001670254-21-000004",1,"Billbox Inc.","Alexis Oiler","CEO at Billbox"
"0001746059-21-000009",1,"D Colosso Di Rodi, LLC","Andrew Hendricks","Owner and CoFounder"
"0001665160-21-000021",1,"Eyedaptic, Inc.","Jay Cormier","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001828172-21-000002",1,"Primal Life Organics, LLC","/s/ Trina Felber","CEO, Member Manager"
"0001832495-21-000001",1,"MStreetX, Inc","David Rixter by Sean Fuellhart POA","CEO"
"0001746059-21-000008",1,"Trader's Cache, LLC","Nathaniel Morsches","Owner and CoFounder"
"0001746059-21-000007",1,"Punky's Bottle Shop, Inc.","Jared Forsythe","Owner and CoFounder"
"0001746059-21-000006",1,"White Elephant Brewing Company, LLC","Rebecca Quisenberry","COO & CoFounder"
"0001635996-21-000001",1,"Oak & Grist Distilling Co LLC","William Goldberg","President"
"0001794611-21-000001",1,"Zephyr Aerospace, L.L.C.","Jeffrey O'Neill","Sole Member"
"0001665160-21-000018",1,"Wilderwise Inc.","Arya Mazanek","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer."
"0001746059-21-000005",1,"DET Enterprises, Inc","Chitra Sivanandam","CFO and Co-Owner"
"0001736308-21-000002",1,"Demand Derivatives Corp.","Robert Krause","CEO"
"0001665160-21-000012",1,"Open Box Buy Corp","Richard Marino","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001793813-21-000001",1,"Living a Book inc","Jorge Luis Caballero","CEO, Director"
"0001670254-21-000002",1,"iAssay, Inc.","Lonnie Adelman","CEO"
"0001828172-21-000001",1,"Primal Life Organics, LLC","/s/ Trina Felber","CEO, Member Manager"
"0001665160-21-000006",1,"Vegan Fine Brands, Inc.","Steven Smith","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001746059-21-000004",1,"CGK ON NEWBURY LLC","Jose DeSouza","Owner and CoFounder"
"0001725994-21-000003",1,"1World Online, Inc.","Alex Fedosseev","CEO"
"0001725994-21-000002",1,"7810 Boeing Ave LLC","Megan Blu","Manager"
"0001725994-21-000001",1,"ITSBYU, INC.","Caroline Strzalka","CEO, Director"
"0001746059-21-000003",1,"Ferndale Project LLC","Dayne Bartscht","Owner and Manager"
"0001746059-21-000002",1,"Anas Norwegian Bakeri LLC","Anne-Marie Godfrey","Owner and Founder"
"0001670254-21-000001",1,"BrainScanology Inc","Dave Nguyen","Co-Founder & CEO"
"0001746059-21-000001",1,"7th Street Slider Bar, LLC","Zachary Meldrum","Owner and Founder"
"0001665160-21-000002",1,"Reset IV, Inc.","Daniel Rubenstein","CEO, Principal Executive Officer and Director"
"0001831893-21-000001",1,"Didactic, Inc.","/s/Gagan Biyani","CEO, Director"
"0001665160-21-000001",1,"Fantasy Network Corp","Ronald B Newcomb","CEO, Principal Executive Officer and Director"
"0001837675-21-000001",1,"Sharp Shooters Global LLC.","Darrel Frater","CEO"
"0001669191-21-000008",1,"Neurotez Inc.","Nikolaos Tezapsidis","Principal Executive Officer"
"0001669191-21-000006",1,"The Feel Good Lab LLC","Ryan Gresh","Principal Executive Officer"
"0001669191-21-000004",1,"PetroFunders Inc.","Ryan Werking","Principal Executive Officer"
"0001669191-21-000002",1,"Demand Derivatives Corp.","Robert Krause","Principal Executive Officer"
"0001830742-20-000002",1,"MyndVR Inc.","/s/ Chris Brickler","CEO, Director"
"0001833385-20-000004",1,"Clegg Ventures, Inc.","Justin Clegg","President"
"0001669191-21-000676",1,"Talla Inc.","Francis Speiser","Principal Executive Officer"
"0001846065-21-000004",1,"CISAPP Online Inc.","Palem Imran Mohammed","CEO & Director"
"0001759667-21-000004",1,"UCCELLINI INC","Lora LeeAnne Haddock DiCarlo","Chief Executive Officer"
"0001863613-21-000003",1,"Popoca Oakland, LLC","Anthony Salguero","Co-owner"
"0001644600-21-000067",1,"Glytch Gear, Inc.","Michael Williams","President and Chief Executive Officer"
"0001665160-21-001206",1,"Love Sun Body LLC","Dr. Terry Zickerman","CEO"
"0001669191-21-000674",1,"Energy Exploration Technologies, Inc.","Teague Egan","Principal Executive Officer"
"0001824547-21-000002",1,"ABR First Capital LLC","Frank Bashore","President"
"0001670254-21-000764",1,"BIOSMART RESEARCH, INC.","B Renee Searle","CEO"
"0001669191-21-000672",1,"HighSchoolResponder LLC","Barbara A Grimm","Principal Executive Officer"
"0001665160-21-001205",1,"Arc Footwear, Corp.","Sean Clarke","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-000670",1,"Dashible, Inc.","Marvin Johnson","Principal Executive Officer"
"0001669191-21-000668",1,"Guardian Athletics, Inc.","David Norris","Principal Executive Officer"
"0001669191-21-000666",1,"TOP UNii, Inc","Dermell Brunson","Principal Executive Officer"
"0001669191-21-000664",1,"Artificial Intelligence Economic Development Corporation","Leonard S.   Johnson Ph.D. student","Principal Executive Officer"
"0001665160-21-001203",1,"Beanstox Inc.","Connor O'Brien","CEO and Principal Executive Officer"
"0001670254-21-000762",1,"Invincible Entertainment Partners LLC","Thomas Ashley","CEO"
"0001665160-21-001202",1,"Breezy Swimwear Inc.","Kris Izquierdo","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001640709-21-000004",1,"Bellhop Technologies Inc.","/s/Payam Safa","CEO, Director"
"0001670254-21-000760",1,"Nwicode","Ruslan Bugaev","Founder and CEO"
"0001690433-21-000004",1,"AFFL ASSOCIATES, LLC","Jeff Lewis","CEO"
"0001745986-21-000004",1,"AppMail, Inc.","Shi Li","CEO, principal financial officer, and principal accounting officer"
"0001746059-21-000305",1,"Sporty Dog Creations, LLC","Lashauna Jones","Owner and Founder"
"0001866542-21-000002",1,"Desert Cannalytix Inc.","Malorie La Fuente by Sean Fuellhart POA","CEO"
"0001746059-21-000304",1,"Brass Knuckle Brewing Company, LLC","Kyle Lenke","Owner and Founder"
"0001866542-21-000001",1,"Shaman Productions Corp.","Maria Crisler by Sean Fuellhart POA","CEO"
"0001870094-21-000001",1,"Sublime Stericeuticals Corp","Joel Lennon-Meyer","President"
"0001812129-21-000003",1,"Toast! Supplements Inc","Sean O'Neill","President"
"0001746059-21-000302",1,"SPORKconcepts LLC","Jeffrey Olsen","Owner"
"0001669191-21-000662",1,"ACK Right Endeavors LLC","Jack McDaniel","Principal Executive Officer"
"0001669191-21-000660",1,"Northstar Technologies Group, Inc.","Paul Inglese","Principal Executive Officer"
"0001852221-21-000005",1,"2XPLR, Inc.","C.R. CELONA","CEO"
"0001781955-21-000004",1,"Dome Audio Inc.","Ben White","CEO"
"0001509693-21-000002",1,"IzMaCo Investments LLC","John Morgan","CEO"
"0001665160-21-001200",1,"6d bytes inc.","Vipin Jain","CEO, Principal Executive Officer and Director, Principal Financials Officer, and Principal Accounting Officer."
"0001665160-21-001198",1,"Covira Surgical, Inc.","Peter Farmakis","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001196",1,"Global Startup Ecosystem, Inc.","Christine Ntim","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-000657",1,"Adaptive Holdings, LLC","Kauffman Scott","Principal Executive Officer"
"0001796060-21-000005",1,"Dope Coffee Co LLC","Michael Loyd","CEO"
"0001848794-21-000003",1,"Work4Workers, Inc.","PHILLIP POMPA","CEO"
"0001670254-21-000758",1,"Factmata Inc","Dhruv Ghulati","Founder & co-CEO"
"0001829703-21-000003",1,"Union Electric Supply, Inc.","Alexander Max Goldstein","Chief Executive Officer"
"0001746059-21-000301",1,"Roast Umber, LLC","Bradley Gakenheimer","CEO and CoFounder"
"0001746059-21-000300",1,"High Water Music, LLC","Jeremias Geigel","Owner and Founder"
"0001669191-21-000654",1,"MUSTWATCH LLC","Chelinde Edouard","Principal Executive Officer"
"0001669191-21-000652",1,"Zelgor Inc","John Fanning Jr","Principal Executive Officer"
"0001669191-21-000650",1,"Innovative Product Solutions Inc.","Paul Luna","Principal Executive Officer"
"0001869516-21-000002",1,"Eureka Compass Vegan Food, LLC","Colin Anderson","President"
"0001665160-21-001193",1,"Fanbase Social Media, Inc.","Isaac Hayes III","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001191",1,"La Fayette Franchise, Inc.","Nicolas Billaud","Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001190",1,"Mobot Nation Inc.","Lani Cooper","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001650200-21-000002",1,"ALPHAFLOW INC.","Ray Sturm","CEO"
"0001669191-21-000648",1,"Targeted Shopping Solutions, Inc.","James Mulford","Principal Executive Officer"
"0001669191-21-000646",1,"Kehei, LLC","Adrienne Moore","Principal Executive Officer"
"0001669191-21-000644",1,"Bioverge, Inc.","Neil Littman","Principal Executive Officer"
"0001669191-21-000642",1,"GenesisAI Corporation","Archil Cheishvili","Principal Executive Officer"
"0001746059-21-000299",1,"Ethiopic, LLC","Meseret Bekele","Owner and CoFounder"
"0001746059-21-000298",1,"Back Porch Brewing Inc","Tim Wickard","Owner and CoFounder"
"0001665160-21-001189",1,"Zenus, Inc.","Panagiotis Moutafis, Ph.D.","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001845758-21-000003",1,"Abletek, Inc.","Ravindra Singh","Founder"
"0001746059-21-000297",1,"HOT OVEN COOKIES, LLC","Sheila Coon","Owner and CEO"
"0001828173-21-000004",1,"Verge Brewing LLC","Pete Bender","Owner Manager"
"0001746059-21-000296",1,"PIVOVAR WEST BREWING Co LLC","Nyle Molina","Owner and Founder"
"0001683827-21-000004",1,"Good Kitchen, LLC","/s/ Amber Lewis","Manager"
"0001858426-21-000003",1,"Moonrock Property Management LLC","DeShon Swafford","CEO"
"0001863544-21-000007",1,"Bobbie Baby, Inc.","Laura Hughes Modi","Chief Executive Officer and Director"
"0001865457-21-000002",1,"Passu, Inc.","Eugene Kim","CEO"
"0001619078-21-000008",1,"Peaberry Software Inc.","Colin Nederkoorn","CEO & Director"
"0001670254-21-000754",1,"LearnDay, Inc.","Jacques Wong","Chief Executive Officer"
"0001856356-21-000001",1,"Eyetamins, Inc.","Kaushal Kulkarni","Chief Executive Officer"
"0001670254-21-000756",1,"Stanulis Films Inc.","Steve Stanulis","Founder, Chief Executive Officer, President"
"0001670254-21-000752",1,"Bewell Digital Inc","Alagiri Senthilkumar","Chief Executive Officer"
"0001867285-21-000002",1,"Hillhouse Coffee & Lounge","Logan Power by Sean Fuellhart POA","Owner"
"0001833112-21-000004",1,"MicroSalt Inc.","/s/ Konrad Dabrowski","Treasurer, Secretary, and CFO"
"0001858421-21-000004",1,"Iris Social Stock App INC.","Brian Schardt","Chief Executive Officer"
"0001665160-21-001187",1,"Hundy, Inc.","Peter Budlong","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001185",1,"Clear Genius Inc.","Harry R. Kraatz","CEO, Principal Executive Officer and Director"
"0001815995-21-000006",1,"ADWALLET INC.","Matthew Culler","CFO"
"0001644600-21-000065",1,"STARTENGINE CROWDFUNDING, INC.","Howard Marks","Chief Executive Officer"
"0001665160-21-001182",1,"Custom Social Inc.","Rolan Reichel","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001104659-21-085566",1,"Elemeno Health, Inc.","/s/Arup Roy-Burman","Chief Executive Officer"
"0001869516-21-000001",1,"Eureka Compass Vegan Food, LLC","Colin Anderson","President"
"0001823421-21-000003",1,"Remedy Processors LLC","/s/ Jason Burstein","CEO"
"0001665160-21-001180",1,"Streamlytics, Inc.","Angela Benton","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001817744-21-000002",1,"Shandoka, Ltd Liability Corp","Ernest Eich IV","CEO"
"0001670254-21-000750",1,"Get a Clew, Co.","Spencer Andrew Martin","CEO and Cofounder"
"0001842772-21-000003",1,"SRQ Pickleball Partners LLC","Brian McCarthy","Manager"
"0001848794-21-000002",1,"Work4Workers, Inc.","PHILLIP POMPA","CEO"
"0001665160-21-001178",1,"The Studio Kitchen Company","Michael Cafarelli","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001173",1,"MovoCash, Inc.","Eric Solis","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001852231-21-000003",1,"Driven Technologies, Inc","Jason Smith","Chief Executive Officer"
"0001746059-21-000295",1,"ARMAGA VR Inc","Archibald Thompson","CEO"
"0001665160-21-001171",1,"Liberty PlugIns, Inc.","Chris Outwater","CEO, Principal Executive Officer and Director"
"0001746059-21-000294",1,"Earth, Wind & BOOKS LLC","Kimari Hodges","Owner and Founder"
"0001665160-21-001170",1,"AEXLAB, Inc.","Jonathan Ovadia","Co-Founder and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer."
"0001665160-21-001169",1,"Franny's Manufacturing Inc","Franny Tacy","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001858421-21-000002",1,"Iris Social Stock App INC.","Brian Schardt","Chief Executive Officer"
"0001670254-21-000748",1,"Place Technology, Inc.","Brandon Metcalf","Founder & CEO"
"0001670254-21-000746",1,"Archneura Inc.","Clair Marie McDade","Founder and CEO"
"0001670254-21-000744",1,"Entelexo Biotherapeutics Inc.","Milad Riazifar","CEO"
"0001860502-21-000002",1,"Actipulse Neuroscience, Inc.","Adrien Chatillon","Chief Executive Officer"
"0001670254-21-000742",1,"Simply Tiny Development, a Public Benefit LLC","Dr. Sean Dixon","CEO"
"0001556917-21-000002",1,"Berrett-Koehler Group, Inc.","David Marshall","Chief Executive Officer"
"0001669191-21-000640",1,"Acquire Skills and Knowledge Education Inc.","Ruth Nemire","Principal Executive Officer"
"0001670254-21-000740",1,"GreenLife Tech Corporation","Bruce Roesner","President at GreenLifeTech"
"0001670254-21-000738",1,"Upstack Technologies, Inc.","Andre Mlynsky","Founder & CEO"
"0001665160-21-001168",1,"AquaVault, Inc.","Robert Peck","CEO, Principal Executive Officer and Director"
"0001670254-21-000736",1,"SnapGoal Inc.","Mohamed Zaid","Founder and CEO"
"0001665160-21-001167",1,"Laneaxis, Inc.","Rick Burnett","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001165",1,"Fluo Labs, Inc.","Lawrence Johnson","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-000734",1,"Idle, LLC","Nicholas Luft","CEO"
"0001665160-21-001164",1,"Wireless electrical Grid LAN, WiGL, Inc.","Dr. Ahmad Glover","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001864227-21-000001",1,"Supercharge Lab, Inc.","/s/ Anne Cheng","Chief Executive Officer, President and Director"
"0001670254-21-000732",1,"Hana Makgeolli LLC","Alice Jun","Founder & Brewer"
"0001669191-21-000638",1,"Issuer Pixel, Inc","David Baker","Principal Executive Officer"
"0001812129-21-000001",1,"Toast! Supplements Inc","Sean O'Neill","President"
"0001746059-21-000293",1,"Bitty Golf, LLC","Katy Schaan","Owner and Founder"
"0001746059-21-000291",1,"Imees Kitchen","Nicole Nassif","Owner and Founder"
"0001746059-21-000290",1,"Coquette LLC","Caitlin Olsen","Owner and Founder"
"0001665160-21-001163",1,"Manna Foods Co.","Lucas Wright","CEO, Principal Execuetive Officer and Director, Principal Financial Officer and Controller"
"0001665160-21-001162",1,"Bad Stuff, Inc.","Darren Enenstein","CEO, CFO, Chairman of the Board, and Director"
"0001665160-21-001161",1,"Colorado Sake Co.","William Stuart","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001158",1,"StartEngine Capital LLC","Patrick Henry","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001157",1,"VLISO Inc.","David Obasiolu","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001867887-21-000001",1,"Vitiman Kandie, LLC","Mary Johnson","President"
"0001665160-21-001153",1,"VLISO Inc.","David Obasiolu","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001152",1,"FoodsPass, Inc.","Travis Matthew Siflinger","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
